name	born	died	url
Mansour Rahbani	1925	2009	https://en.wikipedia.org/wiki/Mansour_Rahbani
Pietro Raimondi	1786	1853	https://en.wikipedia.org/wiki/Pietro_Raimondi
Ralph Rainger	1901	1942	https://en.wikipedia.org/wiki/Ralph_Rainger
André Raison	1640	1719	https://en.wikipedia.org/wiki/Andr%C3%A9_Raison
Ľudovít Rajter	1906	2000	https://en.wikipedia.org/wiki/%C4%BDudov%C3%ADt_Rajter
Jean	1683	1764	https://en.wikipedia.org/wiki/Jean-Philippe_Rameau
Ariel Ramírez	1921	2010	https://en.wikipedia.org/wiki/Ariel_Ram%C3%ADrez
Mattio Rampollini	1497	1553	https://en.wikipedia.org/wiki/Mattio_Rampollini
Robert Ramsey	1590	1644	https://en.wikipedia.org/wiki/Robert_Ramsey_(composer)
Ture Rangström	1884	1947	https://en.wikipedia.org/wiki/Ture_Rangstr%C3%B6m
György Ránki	1907	1992	https://en.wikipedia.org/wiki/Gy%C3%B6rgy_R%C3%A1nki
Günter Raphael	1903	1960	https://en.wikipedia.org/wiki/G%C3%BCnter_Raphael
Andreas Raselius	1563	1602	https://en.wikipedia.org/wiki/Andreas_Raselius
Francesco Rasi	1574	1621	https://en.wikipedia.org/wiki/Francesco_Rasi
Valentin Rathgeber	1682	1750	https://en.wikipedia.org/wiki/Valentin_Rathgeber
Hermann Raupach	1728	1778	https://en.wikipedia.org/wiki/Hermann_Raupach
Einojuhani Rautavaara	1928	2016	https://en.wikipedia.org/wiki/Einojuhani_Rautavaara
Maurice Ravel	1875	1937	https://en.wikipedia.org/wiki/Maurice_Ravel
Thomas Ravenscroft	1582	1635	https://en.wikipedia.org/wiki/Thomas_Ravenscroft
Alan Rawsthorne	1905	1971	https://en.wikipedia.org/wiki/Alan_Rawsthorne
Emma Marcy Raymond	1856	1913	https://en.wikipedia.org/wiki/Emma_Marcy_Raymond
Fred Raymond	1900	1954	https://en.wikipedia.org/wiki/Fred_Raymond
François Rebel	1701	1775	https://en.wikipedia.org/wiki/Fran%C3%A7ois_Rebel
Jean	1666	1747	https://en.wikipedia.org/wiki/Jean-F%C3%A9ry_Rebel
João Lourenço Rebelo	1610	1661	https://en.wikipedia.org/wiki/Jo%C3%A3o_Louren%C3%A7o_Rebelo
John Redford	1534	1547	https://en.wikipedia.org/wiki/John_Redford
Hans Redlich	1903	1968	https://en.wikipedia.org/wiki/Hans_Redlich
Thomas German Reed	1817	1888	https://en.wikipedia.org/wiki/Thomas_German_Reed
William Reed	1859	1945	https://en.wikipedia.org/wiki/William_Reed_(musician)
Emil Reesen	1887	1964	https://en.wikipedia.org/wiki/Emil_Reesen
Max Reger	1873	1916	https://en.wikipedia.org/wiki/Max_Reger
Johannes Regis	1425	1496	https://en.wikipedia.org/wiki/Johannes_Regis
Jacob Regnart	1540	1599	https://en.wikipedia.org/wiki/Jacob_Regnart
Giulio Regondi	1822	1872	https://en.wikipedia.org/wiki/Giulio_Regondi
Anton Reicha	1770	1836	https://en.wikipedia.org/wiki/Anton_Reicha
Josef Reicha	1752	1795	https://en.wikipedia.org/wiki/Josef_Reicha
Johann Friedrich Reichardt	1752	1814	https://en.wikipedia.org/wiki/Johann_Friedrich_Reichardt
Antonín Reichenauer	1694	1730	https://en.wikipedia.org/wiki/Anton%C3%ADn_Reichenauer
Jan Adam Reincken	1643	1722	https://en.wikipedia.org/wiki/Jan_Adam_Reincken
Alexander Reinagle	1756	1809	https://en.wikipedia.org/wiki/Alexander_Reinagle
Carl Reinecke	1824	1910	https://en.wikipedia.org/wiki/Carl_Reinecke
Heinrich Reinhardt	1865	1922	https://en.wikipedia.org/wiki/Heinrich_Reinhardt_(composer)
Carl Martin Reinthaler	1822	1896	https://en.wikipedia.org/wiki/Carl_Martin_Reinthaler
Carl Gottlieb Reissiger	1798	1859	https://en.wikipedia.org/wiki/Carl_Gottlieb_Reissiger
Leon René	1902	1982	https://en.wikipedia.org/wiki/Leon_Ren%C3%A9
Ottorino Respighi	1879	1936	https://en.wikipedia.org/wiki/Ottorino_Respighi
Julius Reubke	1834	1858	https://en.wikipedia.org/wiki/Julius_Reubke
Esaias Reusner	1636	1679	https://en.wikipedia.org/wiki/Esaias_Reusner
Georg Reutter	1656	1738	https://en.wikipedia.org/wiki/Georg_Reutter
Georg Reutter	1708	1772	https://en.wikipedia.org/wiki/Georg_Reutter_II
Hermann Reutter	1900	1985	https://en.wikipedia.org/wiki/Hermann_Reutter
Silvestre Revueltas	1899	1940	https://en.wikipedia.org/wiki/Silvestre_Revueltas
Cemal Reşit Rey	1904	1985	https://en.wikipedia.org/wiki/Cemal_Re%C5%9Fit_Rey
Jean	1734	1810	https://en.wikipedia.org/wiki/Jean-Baptiste_Rey
Ernest Reyer	1823	1909	https://en.wikipedia.org/wiki/Ernest_Reyer
Alfred Reynolds	1884	1969	https://en.wikipedia.org/wiki/Alfred_Reynolds_(composer)
Emil von Reznicek	1860	1945	https://en.wikipedia.org/wiki/Emil_von_Reznicek
Georg Rhau	1488	1548	https://en.wikipedia.org/wiki/Georg_Rhau
Josef Rheinberger	1839	1901	https://en.wikipedia.org/wiki/Josef_Rheinberger
Emilios Riadis	1885	1935	https://en.wikipedia.org/wiki/Emilios_Riadis
Federico Ricci	1809	1877	https://en.wikipedia.org/wiki/Federico_Ricci
Luigi Ricci	1805	1859	https://en.wikipedia.org/wiki/Luigi_Ricci_(composer)
Cesarina Ricci de Tingoli	1573	1597	https://en.wikipedia.org/wiki/Cesarina_Ricci_de_Tingoli
Giovanni Battista Riccio	1609	1621	https://en.wikipedia.org/wiki/Giovanni_Battista_Riccio
Jean Richafort	1480	1547	https://en.wikipedia.org/wiki/Jean_Richafort
Ferdinand Tobias Richter	1651	1711	https://en.wikipedia.org/wiki/Ferdinand_Tobias_Richter
Franz Xaver Richter	1709	1789	https://en.wikipedia.org/wiki/Franz_Xaver_Richter
Wallingford Riegger	1885	1961	https://en.wikipedia.org/wiki/Wallingford_Riegger
Ferdinand Ries	1784	1838	https://en.wikipedia.org/wiki/Ferdinand_Ries
Vittorio Rieti	1898	1994	https://en.wikipedia.org/wiki/Vittorio_Rieti
Julius Rietz	1812	1877	https://en.wikipedia.org/wiki/Julius_Rietz
Giovanni Antonio Rigatti	1613	1648	https://en.wikipedia.org/wiki/Giovanni_Antonio_Rigatti
Henri	1741	1799	https://en.wikipedia.org/wiki/Henri-Joseph_Rigel
Vincenzo Righini	1756	1812	https://en.wikipedia.org/wiki/Vincenzo_Righini
Knudåge Riisager	1897	1974	https://en.wikipedia.org/wiki/Knud%C3%A5ge_Riisager
Nikolai Rimsky	1844	1908	https://en.wikipedia.org/wiki/Nikolai_Rimsky-Korsakov
Christian Heinrich Rinck	1770	1846	https://en.wikipedia.org/wiki/Christian_Heinrich_Rinck
Philipp Jakob Riotte	1776	1856	https://en.wikipedia.org/wiki/Philipp_Jakob_Riotte
Alberto da Ripa	1500	1551	https://en.wikipedia.org/wiki/Albert_de_Rippe
Giovanni Alberto Ristori	1692	1753	https://en.wikipedia.org/wiki/Giovanni_Alberto_Ristori
August Gottfried Ritter	1811	1885	https://en.wikipedia.org/wiki/August_Gottfried_Ritter
Jean Rivier	1896	1987	https://en.wikipedia.org/wiki/Jean_Rivier
François Roberday	1624	1680	https://en.wikipedia.org/wiki/Fran%C3%A7ois_Roberday
Pierre Robert	1618	1699	https://en.wikipedia.org/wiki/Pierre_Robert_(composer)
Harry Robertson	1932	1996	https://en.wikipedia.org/wiki/Harry_Robertson_(musician)
Thomas Robinson	1560	1609	https://en.wikipedia.org/wiki/Thomas_Robinson_(composer)
George Rochberg	1918	2005	https://en.wikipedia.org/wiki/George_Rochberg
August Röckel	1814	1876	https://en.wikipedia.org/wiki/August_R%C3%B6ckel
Pierre Rode	1774	1830	https://en.wikipedia.org/wiki/Pierre_Rode
Richard Rodgers	1902	1979	https://en.wikipedia.org/wiki/Richard_Rodgers
Rocco Rodio	1535	1615	https://en.wikipedia.org/wiki/Rocco_Rodio
Joaquín Rodrigo	1901	1999	https://en.wikipedia.org/wiki/Joaqu%C3%ADn_Rodrigo
Jean Roger	1873	1954	https://en.wikipedia.org/wiki/Jean_Roger-Ducasse
Riccardo Rognoni	1550	1620	https://en.wikipedia.org/wiki/Riccardo_Rognoni
Philippe Rogier	1561	1596	https://en.wikipedia.org/wiki/Philippe_Rogier
Jean Rogister	1879	1964	https://en.wikipedia.org/wiki/Jean_Rogister
Eduard Rohde	1828	1883	https://en.wikipedia.org/wiki/Eduard_Rohde
Alexis Roland	1891	1966	https://en.wikipedia.org/wiki/Alexis_Roland-Manuel
Amadeo Roldán	1900	1939	https://en.wikipedia.org/wiki/Amadeo_Rold%C3%A1n
Alessandro Rolla	1757	1841	https://en.wikipedia.org/wiki/Alessandro_Rolla
Antonio Rolla	1798	1837	https://en.wikipedia.org/wiki/Antonio_Rolla
Johan Helmich Roman	1694	1758	https://en.wikipedia.org/wiki/Johan_Helmich_Roman
Antonius Romanus	1414	1432	https://en.wikipedia.org/wiki/Antonius_Romanus
Andreas Romberg	1767	1821	https://en.wikipedia.org/wiki/Andreas_Romberg
Bernhard Romberg	1767	1841	https://en.wikipedia.org/wiki/Bernhard_Romberg
Sigmund Romberg	1887	1951	https://en.wikipedia.org/wiki/Sigmund_Romberg
Matheo Romero	1575	1647	https://en.wikipedia.org/wiki/Matheo_Romero
Johann Theodor Römhild	1684	1756	https://en.wikipedia.org/wiki/Johann_Theodor_Roemhildt
Julius Röntgen	1855	1932	https://en.wikipedia.org/wiki/Julius_R%C3%B6ntgen
William Michael Rooke	1794	1847	https://en.wikipedia.org/wiki/William_Michael_Rooke
Joseph Willard Roosevelt	1918	2008	https://en.wikipedia.org/wiki/Joseph_Willard_Roosevelt
Guy Ropartz	1864	1955	https://en.wikipedia.org/wiki/Guy_Ropartz
Cipriano de Rore	1516	1565	https://en.wikipedia.org/wiki/Cipriano_de_Rore
Juventino Rosas	1868	1894	https://en.wikipedia.org/wiki/Juventino_Rosas
David Rose	1910	1990	https://en.wikipedia.org/wiki/David_Rose_(songwriter)
Thomas Roseingrave	1688	1766	https://en.wikipedia.org/wiki/Thomas_Roseingrave
Hilding Rosenberg	1892	1985	https://en.wikipedia.org/wiki/Hilding_Rosenberg
Jakob Rosenhain	1813	1894	https://en.wikipedia.org/wiki/Jakob_Rosenhain
Johann Rosenmüller	1619	1684	https://en.wikipedia.org/wiki/Johann_Rosenm%C3%BCller
Manuel Rosenthal	1904	2003	https://en.wikipedia.org/wiki/Manuel_Rosenthal
Antonio Rosetti	1750	1792	https://en.wikipedia.org/wiki/Antonio_Rosetti
Nikolai Roslavets	1881	1944	https://en.wikipedia.org/wiki/Nikolai_Roslavets
Arnold Rosner	1945	2013	https://en.wikipedia.org/wiki/Arnold_Rosner
Jerry Ross	1926	1955	https://en.wikipedia.org/wiki/Jerry_Ross_(composer)
Philip Rosseter	1568	1623	https://en.wikipedia.org/wiki/Philip_Rosseter
Camilla de Rossi	1707	1710	https://en.wikipedia.org/wiki/Camilla_de_Rossi
Lauro Rossi	1810	1885	https://en.wikipedia.org/wiki/Lauro_Rossi
Luigi Rossi	1597	1653	https://en.wikipedia.org/wiki/Luigi_Rossi
Michelangelo Rossi	1601	1656	https://en.wikipedia.org/wiki/Michelangelo_Rossi
Salamone Rossi	1570	1630	https://en.wikipedia.org/wiki/Salamone_Rossi
Gioachino Rossini	1792	1868	https://en.wikipedia.org/wiki/Gioachino_Rossini
Nino Rota	1911	1979	https://en.wikipedia.org/wiki/Nino_Rota
Johann Christoph Rothe	1653	1700	https://en.wikipedia.org/wiki/Johann_Christoph_Rothe
Hans Rott	1858	1884	https://en.wikipedia.org/wiki/Hans_Rott
Jean	1712	1778	https://en.wikipedia.org/wiki/Jean-Jacques_Rousseau
Albert Roussel	1869	1937	https://en.wikipedia.org/wiki/Albert_Roussel
Giovanni Rovetta	1596	1668	https://en.wikipedia.org/wiki/Giovanni_Rovetta
Francesco Rovigo	1541	1597	https://en.wikipedia.org/wiki/Francesco_Rovigo
Pancrace Royer	1705	1755	https://en.wikipedia.org/wiki/Joseph-Nicolas-Pancrace_Royer
Miklós Rózsa	1907	1995	https://en.wikipedia.org/wiki/Mikl%C3%B3s_R%C3%B3zsa
Jacek Różycki	1635	1704	https://en.wikipedia.org/wiki/Jacek_R%C3%B3%C5%BCycki
Edmund Rubbra	1901	1986	https://en.wikipedia.org/wiki/Edmund_Rubbra
Anton Rubinstein	1829	1894	https://en.wikipedia.org/wiki/Anton_Rubinstein
Nikolai Rubinstein	1835	1881	https://en.wikipedia.org/wiki/Nikolai_Rubinstein
Dane Rudhyar	1895	1985	https://en.wikipedia.org/wiki/Dane_Rudhyar
Ernst Rudorff	1840	1916	https://en.wikipedia.org/wiki/Ernst_Rudorff
Vincenzo Ruffo	1508	1587	https://en.wikipedia.org/wiki/Vincenzo_Ruffo
Giovanni Maria Ruggieri	1665	1725	https://en.wikipedia.org/wiki/Giovanni_Maria_Ruggieri
Carl Ruggles	1876	1971	https://en.wikipedia.org/wiki/Carl_Ruggles
Carl Friedrich Rungenhagen	1778	1851	https://en.wikipedia.org/wiki/Carl_Friedrich_Rungenhagen
Claudia Rusca	1593	1676	https://en.wikipedia.org/wiki/Claudia_Rusca
Luigi Russolo	1883	1947	https://en.wikipedia.org/wiki/Luigi_Russolo
Friedrich Wilhelm Rust	1739	1796	https://en.wikipedia.org/wiki/Friedrich_Wilhelm_Rust
Giacomo Rust	1741	1786	https://en.wikipedia.org/wiki/Giacomo_Rust
Giovanni Marco Rutini	1723	1797	https://en.wikipedia.org/wiki/Giovanni_Marco_Rutini
Jakub Jan Ryba	1765	1815	https://en.wikipedia.org/wiki/Jakub_Jan_Ryba
Joseph Ryelandt	1870	1965	https://en.wikipedia.org/wiki/Joseph_Ryelandt
Mart Saar	1882	1963	https://en.wikipedia.org/wiki/Mart_Saar
Bernardo Sabadini	1662	1718	https://en.wikipedia.org/wiki/Bernardo_Sabadini
Antonio Sacchini	1730	1786	https://en.wikipedia.org/wiki/Antonio_Sacchini
Francesco Sacrati	1605	1650	https://en.wikipedia.org/wiki/Francesco_Sacrati
Harald Sigurd Johan Sæverud	1897	1992	https://en.wikipedia.org/wiki/Harald_S%C3%A6verud
Jacques de Saint	1616	1710	https://en.wikipedia.org/wiki/Jacques_de_Saint-Luc
Camille Saint	1835	1921	https://en.wikipedia.org/wiki/Camille_Saint-Sa%C3%ABns
Monsieur de Sainte	1640	1700	https://en.wikipedia.org/wiki/Monsieur_de_Sainte-Colombe
Nicola Sala	1713	1801	https://en.wikipedia.org/wiki/Nicola_Sala
Antonio de Salazar	1650	1715	https://en.wikipedia.org/wiki/Antonio_de_Salazar_(composer)
Luis H	1903	1977	https://en.wikipedia.org/wiki/Luis_H._Salgado
Antonio Salieri	1750	1825	https://en.wikipedia.org/wiki/Antonio_Salieri
Erkki Salmenhaara	1941	2002	https://en.wikipedia.org/wiki/Erkki_Salmenhaara
Johann Peter Salomon	1745	1815	https://en.wikipedia.org/wiki/Johann_Peter_Salomon
Spyridon Samaras	1861	1917	https://en.wikipedia.org/wiki/Spyridon_Samaras
Giovanni Battista Sammartini	1701	1775	https://en.wikipedia.org/wiki/Giovanni_Battista_Sammartini
Giuseppe Sammartini	1695	1750	https://en.wikipedia.org/wiki/Giuseppe_Sammartini
Giovanni Felice Sances	1600	1679	https://en.wikipedia.org/wiki/Giovanni_Felice_Sances
Sandrin	1490	1560	https://en.wikipedia.org/wiki/Sandrin
Gaspar Sanz	1640	1710	https://en.wikipedia.org/wiki/Gaspar_Sanz
Lucio D	1913	2002	https://en.wikipedia.org/wiki/Lucio_D._San_Pedro
Claudio Saracini	1586	1630	https://en.wikipedia.org/wiki/Claudio_Saracini
Pablo de Sarasate	1844	1908	https://en.wikipedia.org/wiki/Pablo_de_Sarasate
Domenico Sarro	1679	1744	https://en.wikipedia.org/wiki/Domenico_Sarro
Giuseppe Sarti	1729	1802	https://en.wikipedia.org/wiki/Giuseppe_Sarti
Antonio Sartorio	1630	1680	https://en.wikipedia.org/wiki/Antonio_Sartorio
Erik Satie	1866	1925	https://en.wikipedia.org/wiki/Erik_Satie
Emil von Sauer	1862	1942	https://en.wikipedia.org/wiki/Emil_von_Sauer
Henri Sauguet	1901	1989	https://en.wikipedia.org/wiki/Henri_Sauguet
Ahmed Adnan Saygun	1907	1991	https://en.wikipedia.org/wiki/Ahmed_Adnan_Saygun
Marco Scacchi	1681	1687	https://en.wikipedia.org/wiki/Marco_Scacchi
Alessandro Scarlatti	1660	1725	https://en.wikipedia.org/wiki/Alessandro_Scarlatti
Domenico Scarlatti	1685	1757	https://en.wikipedia.org/wiki/Domenico_Scarlatti
Francesco Scarlatti	1666	1741	https://en.wikipedia.org/wiki/Francesco_Scarlatti
Giuseppe Scarlatti	1723	1777	https://en.wikipedia.org/wiki/Giuseppe_Scarlatti
Pietro Filippo Scarlatti	1679	1750	https://en.wikipedia.org/wiki/Pietro_Filippo_Scarlatti
Giacinto Scelsi	1905	1988	https://en.wikipedia.org/wiki/Giacinto_Scelsi
Theodor von Schacht	1748	1823	https://en.wikipedia.org/wiki/Theodor_von_Schacht
Benedikt Schack	1758	1826	https://en.wikipedia.org/wiki/Benedikt_Schack
Pierre Schaeffer	1910	1995	https://en.wikipedia.org/wiki/Pierre_Schaeffer
Christoph Schaffrath	1709	1763	https://en.wikipedia.org/wiki/Christoph_Schaffrath
Walter Scharf	1910	2003	https://en.wikipedia.org/wiki/Walter_Scharf
Philipp Scharwenka	1847	1917	https://en.wikipedia.org/wiki/Philipp_Scharwenka
Xaver Scharwenka	1850	1924	https://en.wikipedia.org/wiki/Xaver_Scharwenka
Peter Schat	1935	2003	https://en.wikipedia.org/wiki/Peter_Schat
Johann Adolph Scheibe	1708	1776	https://en.wikipedia.org/wiki/Johann_Adolph_Scheibe
Heinrich Scheidemann	1595	1663	https://en.wikipedia.org/wiki/Heinrich_Scheidemann
Gottfried Scheidt	1593	1661	https://en.wikipedia.org/wiki/Gottfried_Scheidt
Samuel Scheidt	1587	1654	https://en.wikipedia.org/wiki/Samuel_Scheidt
Johann Schein	1586	1630	https://en.wikipedia.org/wiki/Johann_Schein
Johann Schelle	1648	1701	https://en.wikipedia.org/wiki/Johann_Schelle
Johannes Schenck	1660	1712	https://en.wikipedia.org/wiki/Johannes_Schenck
Johann Baptist Schenk	1753	1836	https://en.wikipedia.org/wiki/Johann_Baptist_Schenk
Heinrich Schenker	1868	1935	https://en.wikipedia.org/wiki/Heinrich_Schenker
Martin Scherber	1907	1974	https://en.wikipedia.org/wiki/Martin_Scherber
Sebastian Anton Scherer	1631	1712	https://en.wikipedia.org/wiki/Sebastian_Anton_Scherer
Melchior Schildt	1593	1667	https://en.wikipedia.org/wiki/Melchior_Schildt
Max von Schillings	1868	1933	https://en.wikipedia.org/wiki/Max_von_Schillings
Poul Christian Schindler	1648	1740	https://en.wikipedia.org/wiki/Poul_Christian_Schindler
Arnolt Schlick	1460	1521	https://en.wikipedia.org/wiki/Arnolt_Schlick
Paul de Schlözer	1842	1898	https://en.wikipedia.org/wiki/Paul_de_Schl%C3%B6zer
Johann Heinrich Schmelzer	1620	1680	https://en.wikipedia.org/wiki/Johann_Heinrich_Schmelzer
Ludwig Schmidseder	1904	1971	https://en.wikipedia.org/wiki/Ludwig_Schmidseder
Franz Schmidt	1874	1939	https://en.wikipedia.org/wiki/Franz_Schmidt
Aloys Schmitt	1788	1866	https://en.wikipedia.org/wiki/Aloys_Schmitt
Florent Schmitt	1870	1958	https://en.wikipedia.org/wiki/Florent_Schmitt
Joseph Schmitt	1734	1791	https://en.wikipedia.org/wiki/Joseph_Schmitt
Artur Schnabel	1882	1951	https://en.wikipedia.org/wiki/Artur_Schnabel
Alfred Schnittke	1934	1998	https://en.wikipedia.org/wiki/Alfred_Schnittke
Johann Schobert	1735	1767	https://en.wikipedia.org/wiki/Johann_Schobert
Othmar Schoeck	1886	1957	https://en.wikipedia.org/wiki/Othmar_Schoeck
Arnold Schoenberg	1874	1951	https://en.wikipedia.org/wiki/Arnold_Schoenberg
Bernhard Scholz	1835	1916	https://en.wikipedia.org/wiki/Bernhard_Scholz
Philippus Schoendorff	1558	1617	https://en.wikipedia.org/wiki/Philipp_Sch%C3%B6ndorff
Johann Schop	1590	1667	https://en.wikipedia.org/wiki/Johann_Schop
Carl Siegemund Schönebeck	1758	1806	https://en.wikipedia.org/wiki/Carl_Siegemund_Sch%C3%B6nebeck
Franz Schreker	1878	1934	https://en.wikipedia.org/wiki/Franz_Schreker
Friedrich Schröder	1910	1972	https://en.wikipedia.org/wiki/Friedrich_Schr%C3%B6der
Corona Schröter	1751	1802	https://en.wikipedia.org/wiki/Corona_Schr%C3%B6ter
Franz Schubert	1797	1828	https://en.wikipedia.org/wiki/Franz_Schubert
Erwin Schulhoff	1894	1942	https://en.wikipedia.org/wiki/Erwin_Schulhoff
Julius Schulhoff	1825	1898	https://en.wikipedia.org/wiki/Julius_Schulhoff
Johannes Schultz	1582	1653	https://en.wikipedia.org/wiki/Johannes_Schultz_(composer)
Johann Abraham Peter Schulz	1747	1800	https://en.wikipedia.org/wiki/Johann_Abraham_Peter_Schulz
William Schuman	1910	1992	https://en.wikipedia.org/wiki/William_Schuman
Clara Schumann	1819	1896	https://en.wikipedia.org/wiki/Clara_Schumann
Robert Schumann	1810	1856	https://en.wikipedia.org/wiki/Robert_Schumann
Ludwig Schuncke	1810	1834	https://en.wikipedia.org/wiki/Ludwig_Schuncke
Georg Caspar Schürmann	1673	1751	https://en.wikipedia.org/wiki/Georg_Caspar_Sch%C3%BCrmann
Joseph Schuster	1748	1812	https://en.wikipedia.org/wiki/Joseph_Schuster_(composer)
Eduard Schütt	1856	1933	https://en.wikipedia.org/wiki/Eduard_Sch%C3%BCtt
Heinrich Schütz	1585	1672	https://en.wikipedia.org/wiki/Heinrich_Sch%C3%BCtz
Anton Schweitzer	1735	1787	https://en.wikipedia.org/wiki/Anton_Schweitzer
Heinrich Schwemmer	1621	1696	https://en.wikipedia.org/wiki/Heinrich_Schwemmer
Antonio Scontrino	1850	1922	https://en.wikipedia.org/wiki/Antonio_Scontrino
Cyril Scott	1879	1970	https://en.wikipedia.org/wiki/Cyril_Scott
Alexander Scriabin	1872	1915	https://en.wikipedia.org/wiki/Alexander_Scriabin
Peter Sculthorpe	1929	2014	https://en.wikipedia.org/wiki/Peter_Sculthorpe
Humphrey Searle	1915	1982	https://en.wikipedia.org/wiki/Humphrey_Searle
Simon Sechter	1788	1867	https://en.wikipedia.org/wiki/Simon_Sechter
Sholom Secunda	1894	1974	https://en.wikipedia.org/wiki/Sholom_Secunda
Seedo	1700	1754	https://en.wikipedia.org/wiki/Seedo
Josef Seger	1716	1782	https://en.wikipedia.org/wiki/Josef_Seger
Fritz Seitz	1848	1918	https://en.wikipedia.org/wiki/Fritz_Seitz
Carlos Seixas	1704	1742	https://en.wikipedia.org/wiki/Carlos_Seixas
Bernhard Sekles	1872	1934	https://en.wikipedia.org/wiki/Bernhard_Sekles
Thomas Selle	1599	1663	https://en.wikipedia.org/wiki/Thomas_Selle
Bartolomé de Selma y Salaverde	1595	1638	https://en.wikipedia.org/wiki/Bartolom%C3%A9_de_Selma_y_Salaverde
Jean Baptiste Senaillé	1687	1730	https://en.wikipedia.org/wiki/Jean_Baptiste_Senaill%C3%A9
Ludwig Senfl	1486	1543	https://en.wikipedia.org/wiki/Ludwig_Senfl
Jacob Senleches	1383	1395	https://en.wikipedia.org/wiki/Jacob_Senleches
Claudin de Sermisy	1490	1562	https://en.wikipedia.org/wiki/Claudin_de_Sermisy
Kazimierz Serocki	1922	1981	https://en.wikipedia.org/wiki/Kazimierz_Serocki
Alexander Serov	1820	1871	https://en.wikipedia.org/wiki/Alexander_Serov
José Serrano	1873	1941	https://en.wikipedia.org/wiki/Jos%C3%A9_Serrano_(composer)
Paolo Serrao	1830	1907	https://en.wikipedia.org/wiki/Paolo_Serrao
John Serry	1915	2003	https://en.wikipedia.org/wiki/John_Serry,_Sr.
Adrien	1807	1866	https://en.wikipedia.org/wiki/Adrien-Fran%C3%A7ois_Servais
Esteban Servellón	1921	2003	https://en.wikipedia.org/wiki/Esteban_Servell%C3%B3n
Claudia Sessa	1617	1619	https://en.wikipedia.org/wiki/Claudia_Sessa
Roger Sessions	1896	1985	https://en.wikipedia.org/wiki/Roger_Sessions
Ignaz von Seyfried	1776	1841	https://en.wikipedia.org/wiki/Ignaz_von_Seyfried
John Laurence Seymour	1893	1986	https://en.wikipedia.org/wiki/John_Laurence_Seymour
Giovanni Sgambati	1841	1914	https://en.wikipedia.org/wiki/Giovanni_Sgambati
Ravi Shankar	1920	2012	https://en.wikipedia.org/wiki/Ravi_Shankar
Ralph Shapey	1921	2002	https://en.wikipedia.org/wiki/Ralph_Shapey
Christopher Shaw	1925	1995	https://en.wikipedia.org/wiki/Christopher_Shaw_(composer)
Vissarion Shebalin	1902	1963	https://en.wikipedia.org/wiki/Vissarion_Shebalin
Arthur Shepherd	1880	1958	https://en.wikipedia.org/wiki/Arthur_Shepherd
John Sheppard	1515	1558	https://en.wikipedia.org/wiki/John_Sheppard_(composer)
Gordon Sherwood	1929	2013	https://en.wikipedia.org/wiki/Gordon_Sherwood
William Shield	1748	1829	https://en.wikipedia.org/wiki/William_Shield
Seymour Shifrin	1926	1979	https://en.wikipedia.org/wiki/Seymour_Shifrin
Gregory Short	1938	1999	https://en.wikipedia.org/wiki/Gregory_Short
Dmitri Shostakovich	1906	1975	https://en.wikipedia.org/wiki/Dmitri_Shostakovich
Alan Shulman	1915	2002	https://en.wikipedia.org/wiki/Alan_Shulman
Obadiah Shuttleworth	1675	1734	https://en.wikipedia.org/wiki/Obadiah_Shuttleworth
Jean Sibelius	1865	1957	https://en.wikipedia.org/wiki/Jean_Sibelius
Paul Siefert	1586	1666	https://en.wikipedia.org/wiki/Paul_Siefert
Elie Siegmeister	1909	1991	https://en.wikipedia.org/wiki/Elie_Siegmeister
Albert Siklós	1878	1942	https://en.wikipedia.org/wiki/Albert_Sikl%C3%B3s
William Simmes	1575	1625	https://en.wikipedia.org/wiki/William_Simmes
Achille Simonetti	1857	1928	https://en.wikipedia.org/wiki/Achille_Simonetti
Rudolph Simonsen	1889	1947	https://en.wikipedia.org/wiki/Rudolph_Simonsen
Christopher Simpson	1606	1669	https://en.wikipedia.org/wiki/Christopher_Simpson
Robert Simpson	1921	1997	https://en.wikipedia.org/wiki/Robert_Simpson_(composer)
Thomas Simpson	1582	1628	https://en.wikipedia.org/wiki/Thomas_Simpson
Christian Sinding	1856	1941	https://en.wikipedia.org/wiki/Christian_Sinding
Jean	1812	1875	https://en.wikipedia.org/wiki/Jean-Baptiste_Singel%C3%A9e
Leone Sinigaglia	1868	1944	https://en.wikipedia.org/wiki/Leone_Sinigaglia
Giuseppe Sinopoli	1946	2001	https://en.wikipedia.org/wiki/Giuseppe_Sinopoli
Nicolas Siret	1663	1754	https://en.wikipedia.org/wiki/Nicolas_Siret
Maddalena Laura Sirmen	1745	1818	https://en.wikipedia.org/wiki/Maddalena_Laura_Sirmen
Todor Skalovski	1909	2004	https://en.wikipedia.org/wiki/Todor_Skalovski
František Škroup	1801	1862	https://en.wikipedia.org/wiki/Franti%C5%A1ek_%C5%A0kroup
Jan Nepomuk Škroup	1811	1892	https://en.wikipedia.org/wiki/Jan_Nepomuk_%C5%A0kroup
Nicolas Slonimsky	1894	1995	https://en.wikipedia.org/wiki/Nicolas_Slonimsky
Antonio Smareglia	1854	1929	https://en.wikipedia.org/wiki/Antonio_Smareglia
Bedřich Smetana	1824	1884	https://en.wikipedia.org/wiki/Bed%C5%99ich_Smetana
